City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,sayansk,54.1088,102.1648,267.35,78,30,1.83,RU,1667404140
369,henties bay,-22.116,14.2845,289.71,80,9,4.66,NA,1667404141
370,margate,51.3813,1.3862,287.76,74,96,3.58,GB,1667404141
371,kerema,-7.9631,145.7785,299.01,87,42,1.57,PG,1667404142
372,lohja,60.2486,24.0653,280.69,93,100,2.76,FI,1667404143
373,havoysund,70.9963,24.6622,278.28,81,30,6.66,NO,1667404144
374,yamada,39.4667,141.95,284.49,84,4,2.3,JP,1667404145
375,srednekolymsk,67.45,153.6833,249.38,92,100,2.32,RU,1667404145
376,coquimbo,-29.9533,-71.3436,290.0,67,20,5.14,CL,1667403944
377,tautira,-17.7333,-149.15,297.05,86,100,7.93,PF,1667404146
378,severnyy-kospashskiy,59.0925,57.8008,275.15,81,100,5.2,RU,1667404146
379,hukuntsi,-24.0,21.75,295.8,66,97,6.89,BW,1667404148
380,buritizeiro,-17.3511,-44.9622,295.95,86,100,4.02,BR,1667404148
381,elat,29.5581,34.9482,299.06,36,20,5.14,IL,1667404072
382,jackson,42.4165,-122.8345,277.08,94,100,0.0,US,1667404149
383,prado,-17.3411,-39.2208,295.5,95,100,5.02,BR,1667404151
384,touros,-5.1989,-35.4608,303.29,54,48,5.8,BR,1667404152
385,aklavik,68.2191,-135.0107,249.35,96,23,6.85,CA,1667404152
386,pitrufquen,-38.9833,-72.65,294.16,60,0,2.57,CL,1667404060
387,rensvik,63.1,7.8167,281.96,93,75,3.6,NO,1667404155
388,dalbandin,28.8947,64.4101,297.4,13,51,1.12,PK,1667404156
389,zhigansk,66.7697,123.3711,260.8,94,100,10.01,RU,1667404156
390,beipiao,41.7919,120.7792,274.62,25,100,5.82,CN,1667404157
391,gimli,50.6336,-96.9907,282.16,71,100,7.72,CA,1667404158
392,tazovskiy,67.4667,78.7,257.91,97,62,1.67,RU,1667404158
393,takanabe,32.1333,131.5,290.34,91,23,1.92,JP,1667404159
394,moshenskoye,58.5102,34.5911,272.77,97,83,1.43,RU,1667404159
395,luau,-10.7073,22.2247,295.39,72,93,1.03,AO,1667404160
396,bagdarin,54.4333,113.6,261.18,73,40,1.78,RU,1667404161
397,lavrentiya,65.5833,-171.0,267.66,79,100,8.16,RU,1667404162
398,naze,28.3667,129.4833,294.66,73,100,3.3,JP,1667404163
399,waterloo,43.4668,-80.5164,290.67,81,0,1.79,CA,1667404164
400,rosarito,32.3333,-117.0333,288.93,78,99,3.63,MX,1667404164
401,ligayan,4.6533,119.4706,301.44,72,100,4.82,PH,1667404165
402,mandalgovi,45.7625,106.2708,266.98,46,14,2.33,MN,1667404165
403,saint-joseph,-21.3667,55.6167,296.36,81,54,4.21,RE,1667404166
404,puri,19.8,85.85,300.44,67,24,3.01,IN,1667404166
405,dicabisagan,17.0818,122.4157,298.67,88,7,2.01,PH,1667404167
406,hosur,12.7167,77.8167,293.1,96,100,2.98,IN,1667404167
407,san jose,37.3394,-121.895,284.1,86,20,2.06,US,1667404079
408,szendro,48.4,20.7333,286.7,67,18,1.28,HU,1667403904
409,college,64.8569,-147.8028,263.75,79,75,3.09,US,1667404168
410,el bagre,7.5927,-74.8086,304.86,59,100,0.27,CO,1667404169
411,saint-augustin,51.226,-58.6502,279.5,64,100,11.53,CA,1667404169
412,khandyga,62.6667,135.6,252.23,100,98,1.0,RU,1667404170
413,borgarnes,64.5383,-21.9206,278.18,83,99,6.96,IS,1667404170
414,chornobay,49.6708,32.3239,282.01,64,100,3.46,UA,1667404172
415,karratha,-20.7377,116.8463,297.36,38,0,3.48,AU,1667404173
416,zemio,5.0314,25.1361,296.98,84,100,2.22,CF,1667404173
417,camacupa,-12.0167,17.4833,296.6,55,73,1.89,AO,1667404175
418,llandrindod wells,52.2416,-3.3787,284.98,91,100,10.54,GB,1667404176
419,faanui,-16.4833,-151.75,298.35,84,100,8.44,PF,1667404176
420,terney,45.0503,136.6092,272.83,41,2,4.56,RU,1667404177
421,riyadh,24.6877,46.7219,304.23,21,10,3.62,SA,1667403914
422,suslovo,56.2167,88.1167,268.03,95,65,1.53,RU,1667404178
423,quelimane,-17.8786,36.8883,300.12,83,75,4.63,MZ,1667404178
424,sotouboua,8.5667,0.9833,308.17,31,1,2.54,TG,1667404179
425,auki,-8.7676,160.7034,298.24,85,65,0.62,SB,1667404179
426,kavieng,-2.5744,150.7967,301.03,75,10,2.53,PG,1667404179
427,carberry,49.8689,-99.3602,278.28,39,100,3.42,CA,1667404180
428,xining,36.6167,101.7667,276.36,54,93,1.22,CN,1667404180
429,kuytun,54.3419,101.5036,267.73,76,30,2.32,RU,1667404181
430,rio grande,-32.035,-52.0986,295.21,52,0,3.77,BR,1667403929
431,victoria,22.2855,114.1577,295.51,92,100,2.68,HK,1667403941
432,fukuma,33.7667,130.4667,287.2,75,0,1.42,JP,1667404181
433,klaksvik,62.2266,-6.589,281.66,82,38,10.11,FO,1667404182
434,okahandja,-21.9833,16.9167,303.43,15,30,12.16,NA,1667404182
435,kahului,20.8947,-156.47,298.62,78,0,1.54,US,1667404183
436,chervone,49.9564,28.8645,281.95,83,97,3.09,UA,1667404183
437,poum,-20.2333,164.0167,298.96,75,83,4.66,NC,1667404184
438,yaan,7.3833,8.5667,305.2,39,23,1.13,NG,1667404184
439,rio gallegos,-51.6226,-69.2181,294.18,30,0,8.23,AR,1667404184
440,bac lieu,9.285,105.7244,298.23,87,96,4.57,VN,1667404185
441,igunga,-4.2833,33.8833,304.5,24,59,4.24,TZ,1667404186
442,iskateley,67.6803,53.1512,266.06,90,55,1.81,RU,1667404186
443,bulgan,48.8125,103.5347,266.22,67,4,0.91,MN,1667404187
444,adwa,14.1646,38.8955,293.44,36,57,4.22,ET,1667404187
445,termini imerese,37.9837,13.6956,296.07,70,70,0.81,IT,1667404187
446,cadillac,44.2519,-85.4012,289.1,51,0,3.09,US,1667404188
447,starokostyantyniv,49.7576,27.2034,282.71,85,79,3.36,UA,1667404188
448,tena,-0.9833,-77.8167,289.24,100,100,1.09,EC,1667404068
449,khorixas,-20.3667,14.9667,303.02,20,1,10.66,NA,1667404189
450,verkh-usugli,52.7,115.1667,258.46,84,8,1.52,RU,1667404190
451,codrington,-38.2667,141.9667,282.77,71,89,5.73,AU,1667404190
452,hit,33.6416,42.8251,296.21,30,24,2.44,IQ,1667404191
453,nongan,44.382,125.1685,269.08,35,16,3.44,CN,1667404191
454,udachnyy,66.4167,112.4,264.51,78,100,4.27,RU,1667404191
455,seoul,37.5683,126.9778,282.84,82,0,2.06,KR,1667403668
456,palpa,-14.5336,-75.1856,300.79,36,98,2.98,PE,1667404192
457,jasa tomic,45.4469,20.8553,285.43,47,61,2.21,RS,1667404192
458,paita,-5.0892,-81.1144,293.93,68,73,4.69,PE,1667404194
459,lorengau,-2.0226,147.2712,300.68,70,4,0.74,PG,1667404194
460,mantua,45.1667,10.7833,289.73,90,99,0.45,IT,1667404198
461,broome,42.2506,-75.833,289.52,72,20,2.57,US,1667404198
462,dogondoutchi,13.6393,4.0287,308.9,14,8,3.53,NE,1667404199
463,inhambane,-23.865,35.3833,296.23,80,97,3.99,MZ,1667404199
464,comodoro rivadavia,-45.8667,-67.5,293.07,34,0,4.63,AR,1667404200
465,sola,-13.8833,167.55,296.52,100,40,0.0,VU,1667404200
466,buzdyak,54.5833,54.55,271.59,88,29,3.32,RU,1667404201
467,morondava,-20.2833,44.2833,299.51,77,9,7.09,MG,1667404201
468,wanning,18.8003,110.3967,294.76,68,100,2.16,CN,1667404201
469,minuri,16.535,121.8574,296.1,86,3,0.43,PH,1667404202
470,jeremoabo,-10.075,-38.4808,307.6,32,100,1.41,BR,1667404203
471,banepa,27.6298,85.5214,287.33,77,20,1.54,NP,1667404126
472,grand-lahou,5.1367,-5.0242,301.3,72,38,4.06,CI,1667404204
473,samtredia,42.1537,42.3352,283.3,87,40,1.03,GE,1667404205
474,methoni,36.8197,21.7049,296.05,58,0,5.16,GR,1667404205
475,moses lake,47.1301,-119.2781,275.53,86,20,0.0,US,1667404206
476,pontes e lacerda,-15.2261,-59.3353,298.72,25,52,4.65,BR,1667404206
477,roald,62.5833,6.1333,284.12,87,0,2.06,NO,1667404207
478,sur,22.5667,59.5289,300.39,57,3,4.67,OM,1667404207
479,stara vyzhivka,51.4376,24.44,283.97,90,94,2.95,UA,1667404208
480,constantine,36.365,6.6147,299.82,19,0,3.09,DZ,1667404208
481,yoichi,43.2039,140.7703,282.73,61,87,6.03,JP,1667404209
482,bafq,31.6128,55.4107,296.28,22,1,3.91,IR,1667404211
483,zambezi,-13.5432,23.1047,297.47,58,63,2.41,ZM,1667404211
484,teknaf,20.8624,92.3058,298.35,85,0,3.64,BD,1667404212
485,bell ville,-32.6259,-62.6887,299.15,13,0,5.26,AR,1667404212
486,aykhal,66.0,111.5,263.17,92,100,7.53,RU,1667404212
487,guaruja,-23.9931,-46.2564,290.07,94,100,2.06,BR,1667404214
488,brae,60.3964,-1.353,283.02,78,95,11.48,GB,1667404215
489,manzanillo,20.3433,-77.1167,304.55,57,69,5.75,CU,1667404215
490,vila velha,-20.3297,-40.2925,296.12,92,100,7.72,BR,1667404216
491,mitu,1.1983,-70.1733,294.7,98,100,2.89,CO,1667404216
492,abonnema,4.7084,6.7931,301.51,73,86,4.3,NG,1667404217
493,esperance,-33.8667,121.9,284.95,82,27,3.3,AU,1667404217
494,campbell river,50.0163,-125.2446,275.62,86,40,3.09,CA,1667404218
495,konstantinovo,54.6628,29.2699,280.29,73,100,0.76,BY,1667404218
496,marawi,7.9986,124.2928,294.06,87,100,0.98,PH,1667404219
497,muroto,33.2833,134.15,293.01,73,0,1.78,JP,1667404220
498,houston,29.7633,-95.3633,295.47,80,75,5.66,US,1667403902
499,kijang,35.2442,129.2139,283.0,53,0,1.58,KR,1667404221
500,vostok,46.4856,135.8833,266.22,53,57,5.48,RU,1667404221
501,praya,14.9215,-23.5087,306.45,43,0,7.2,CV,1667404223
502,along,28.1667,94.7667,288.82,83,33,0.92,IN,1667404223
503,kaffrine,14.1059,-15.5508,309.45,16,0,2.96,SN,1667404224
504,hofn,64.2539,-15.2082,278.16,56,75,7.2,IS,1667404224
505,korla,41.7597,86.1469,281.06,41,1,1.24,CN,1667404224
506,cham,49.245,12.6825,284.71,81,88,1.96,DE,1667404129
507,mafeteng,-29.823,27.2374,289.88,62,92,5.29,LS,1667404226
508,limbang,4.75,115.0,300.21,95,100,0.39,MY,1667404227
509,porto nacional,-10.7081,-48.4172,299.15,85,100,2.33,BR,1667404227
510,daru,-9.0763,143.2092,300.13,75,7,3.02,PG,1667404228
511,borogontsy,62.6683,131.1683,248.49,100,100,1.09,RU,1667404228
512,barahona,18.2085,-71.1008,303.05,79,40,3.09,DO,1667404228
513,doha,25.2867,51.5333,305.09,51,0,4.12,QA,1667403669
514,krasnotorka,48.682,37.5327,281.86,50,100,0.36,UA,1667404229
515,garbolovo,60.3413,30.4955,278.26,96,100,1.52,RU,1667404230
516,leningradskiy,69.3833,178.4167,258.08,93,100,6.1,RU,1667404230
517,forestville,38.8451,-76.875,292.71,66,0,4.12,US,1667404230
518,semey,50.4111,80.2275,280.03,58,49,7.21,KZ,1667404231
519,zyryanka,65.75,150.85,248.04,91,54,4.27,RU,1667404231
520,altay,47.8667,88.1167,273.21,42,0,3.76,CN,1667404232
521,pangnirtung,66.1451,-65.7125,272.15,47,75,6.17,CA,1667404232
522,vila franca do campo,37.7167,-25.4333,295.48,95,100,7.89,PT,1667404233
523,waingapu,-9.6567,120.2641,300.69,76,40,0.79,ID,1667404233
524,bonthe,7.5264,-12.505,300.52,73,49,4.53,SL,1667404233
525,boyolangu,-8.1181,111.8935,297.93,89,100,0.45,ID,1667404234
526,olafsvik,64.8945,-23.7142,277.16,80,100,10.28,IS,1667404080
527,wasilla,61.5814,-149.4394,270.14,67,100,8.23,US,1667404022
528,ramsar,36.9226,50.6426,288.84,88,40,2.06,IR,1667404235
529,burkburnett,34.0979,-98.5706,289.01,88,100,5.14,US,1667404235
530,lasa,46.6166,10.7002,289.64,92,100,0.4,IT,1667404235
531,iquitos,-3.7481,-73.2472,292.17,88,100,4.12,PE,1667404236
532,muros,42.7762,-9.0603,289.91,84,100,5.48,ES,1667404236
533,burpengary,-27.1575,152.9576,288.26,54,0,2.91,AU,1667404237
534,gerede,40.8008,32.1969,280.93,38,0,0.71,TR,1667404237
535,maua,-23.6678,-46.4614,288.04,91,100,5.16,BR,1667404238
536,high rock,26.6208,-78.2833,301.16,75,50,3.14,BS,1667404238
537,sheridan,44.8333,-106.9173,290.2,22,0,7.2,US,1667404239
538,mahon,39.8885,4.2658,295.46,78,40,2.57,ES,1667404240
539,chumikan,54.7183,135.315,271.72,65,100,7.44,RU,1667404241
540,medicine hat,50.0501,-110.6683,272.99,96,100,6.17,CA,1667404232
541,mahebourg,-20.4081,57.7,297.18,78,40,4.63,MU,1667404242
542,san cristobal,7.7669,-72.225,299.25,79,100,2.4,VE,1667404243
543,cockburn town,21.4612,-71.1419,301.08,74,14,6.94,TC,1667404244
544,san jeronimo,-11.9472,-75.2829,288.72,51,99,1.13,PE,1667404244
545,acari,-15.4311,-74.6158,299.03,45,71,4.24,PE,1667404245
546,turbat,26.0023,63.044,299.87,53,1,1.48,PK,1667404245
547,saint-louis,16.3333,-15.0,310.95,9,21,4.9,SN,1667404246
548,lumeje,-11.55,20.7833,295.34,70,92,2.39,AO,1667404246
549,chabahar,25.2919,60.643,300.08,70,16,2.9,IR,1667404246
550,neya,58.2972,43.8681,273.72,85,100,5.06,RU,1667404247
551,buin,-33.7333,-70.75,301.17,13,0,2.9,CL,1667404247
552,bousso,10.4795,16.7117,306.14,25,97,2.38,TD,1667404248
553,clyde river,70.4692,-68.5914,269.28,93,100,8.23,CA,1667404248
554,kpandu,6.9954,0.2931,302.51,55,1,1.01,GH,1667404248
555,aswan,24.0934,32.907,300.76,22,0,3.6,EG,1667404249
556,kadoshkino,54.0257,44.4191,272.3,92,100,6.76,RU,1667404249
557,chimbote,-9.0853,-78.5783,292.29,74,97,3.55,PE,1667404253
558,kogon,39.7228,64.5517,282.17,57,0,3.09,UZ,1667404253
559,aguimes,27.9054,-15.4461,297.96,69,20,7.2,ES,1667404254
